                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1775,                 1.3031,                0.82185,                0.39063,                 0.5372,                0.40197,                0.27211,                 1.0985,                  5.129,                0.81439,             0.00040598,             0.00040598,             0.00040598
